ID Sprzedawcy, Imie sprzedawcy, Nazwisko Sprzedawcy, Pensja, Data zatrudnienia, Pesel, Oddzial, Stanowisko, Kraj, Region, Miasto, Procent znizki, Data urodzenia, Numer identyfikacyjny, Plec
589,Budziwoj,Kiepski,9237.86,2007-04-08,87106594933,ODDZ__075,Glowny sprzedawca,Francja,Burgundia,CITY,56,1977-05-14,fHKg7vGVq,M
590,Zora,Krawczyk,2377.86,2008-03-15,83185699383,ODDZ__031,Glowny sprzedawca,Francja,Owernia,CITY,18,1986-02-04,7dGs4KvJF,K
591,Racibor,Krawczyk,4345.75,2008-06-06,40810467592,ODDZ__084,Sprzedawca,Polska,Tatry,CITY,52,1971-01-01,MU5yi6wQg,M
592,Dobrosława,Jopek,5682.33,2005-12-14,18915434812,ODDZ__060,Sprzedawca,Francja,Burgundia,CITY,13,1976-06-24,H7MjkWMj4,K
593,Wieńczysław,Jopek,5106.81,2011-06-10,51139326423,ODDZ__068,Glowny sprzedawca,Francja,Akwitania,CITY,49,1970-10-30,pH5tSXPB4,M
594,Lutobor,Jopek,5753.25,2001-04-16,41303001937,ODDZ__039,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,24,1970-09-03,wExs7g4mK,M
595,Telesfor,Kowalski,2670.17,2009-10-14,91621978061,ODDZ__016,Mlodszy sprzedawca,Polska,Mazury,CITY,33,1996-02-06,dXYdRS5FE,M
596,Aurelian,Jopek,9538.31,2000-07-23,89162773451,ODDZ__090,Glowny sprzedawca,Francja,Burgundia,CITY,55,1970-02-05,Of5bdwxdP,M
597,Heliodor,Kiepski,4405.84,2007-12-21,58693674947,ODDZ__026,Mlodszy sprzedawca,Hiszpania,Murcja,CITY,17,1985-05-06,t4v2eIkd5,M
598,Sulimierz,Jopek,7614.17,2007-11-03,36852692823,ODDZ__026,Mlodszy sprzedawca,Francja,Burgundia,CITY,17,1985-06-21,j6BRlBcKd,M
599,Jędrzej,Kowalski,4640.86,2013-07-21,32246092133,ODDZ__091,Glowny sprzedawca,Hiszpania,Nawarra,CITY,5,1978-06-29,JCym5EwHX,M
